animal,ds_type,video_id,segment_id,start_time,end_time,total_time,interacting_object,video_path
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,17,0:46,1:09,69,cat,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_17.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,19,0:00,0:15,15,cat,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_19.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,21,NONE,NONE,9,NONE,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_21.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,23,NONE,NONE,71,NONE,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_23.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,27,NONE,NONE,19,NONE,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_27.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,29,NONE,NONE,20,NONE,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_29.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,31,1:00,1:06,80,cat,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_31.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,35,0:00;0:16,0:15;0:25,39,cat;other,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_35.mp4
cat,train,0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b,37,NONE,NONE,4,NONE,training_set/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b/edited_0a81227f2f3276024e3c9ff980e917ce4cb066608d6139aca18e0a7a761b9a5b_segment_37.mp4
cat,train,0ab41860925682f662a0dbee71e1ed562a48b1784dc319c3bef5e3bb542ccde5,1,0:00,0:07,7,cat,training_set/edited_0ab41860925682f662a0dbee71e1ed562a48b1784dc319c3bef5e3bb542ccde5/edited_0ab41860925682f662a0dbee71e1ed562a48b1784dc319c3bef5e3bb542ccde5_segment_1.mp4
cat,train,0b0215a9bbc714698332a2a4d5bff4d800432cb580acaaa295d8b02c7a705a5c,1,0:00,0:09,9,plant,training_set/edited_0b0215a9bbc714698332a2a4d5bff4d800432cb580acaaa295d8b02c7a705a5c/edited_0b0215a9bbc714698332a2a4d5bff4d800432cb580acaaa295d8b02c7a705a5c_segment_1.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,4,NONE,NONE,3,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_004.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,30,NONE,NONE,6,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_030.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,31,0:00,0:04,4,cat,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_031.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,37,0:00,0:04,6,cat,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_037.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,47,0:00,0:06,6,cat,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_047.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,48,0:01,0:04,4,other,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_048.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,71,0:00,0:18,18,water,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_071.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,72,0:00;0:03,0:02;0:08,8,food;person,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_072.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,76,0:00,0:05,6,cat,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_076.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,83,NONE,NONE,5,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_083.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,92,NONE,NONE,3,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_092.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,116,NONE,NONE,14,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_116.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,117,NONE,NONE,3,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_117.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,118,NONE,NONE,9,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_118.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,143,NONE,NONE,6,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_143.mp4
cat,train,0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9,145,NONE,NONE,12,NONE,training_set/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9/edited_0bcb40ab5c716a782fdf92f99e04bd4f4d095c851a8f74169e769ff61446aea9_segment_145.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,1,NONE,NONE,44,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_1.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,3,NONE,NONE,17,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_3.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,5,0:00,0:09,9,food,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_5.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,7,0:00,0:11,11,food,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_7.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,9,0:00,0:20,20,food,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_9.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,11,0:00,0:17,18,food,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_11.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,15,NONE,NONE,10,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_15.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,17,NONE,NONE,8,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_17.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,19,NONE,NONE,8,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_19.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,21,NONE,NONE,14,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_21.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,23,NONE,NONE,5,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_23.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,25,NONE,NONE,7,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_25.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,27,NONE,NONE,7,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_27.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,29,NONE,NONE,11,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_29.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,33,NONE,NONE,13,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_33.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,35,NONE,NONE,11,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_35.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,37,NONE,NONE,26,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_37.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,39,NONE,NONE,45,NONE,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_39.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,41,0:00,0:23,23,food,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_41.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,43,0:01,0:06,7,food,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_43.mp4
cat,train,1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af,45,0:00,0:54,54,food,training_set/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af/edited_1d5885c5ee31987c5d5b2fdd667c6033ba0f81cb5c22e150a68e2764ebd505af_segment_45.mp4
cat,train,1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766,1,0:00,0:09,9,ball,training_set/edited_1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766/edited_1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766_segment_1.mp4
cat,train,1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766,3,0:00,0:06,6,ball,training_set/edited_1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766/edited_1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766_segment_3.mp4
cat,train,1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766,5,0:00;0:09,0:06;0:12,12,ball;person,training_set/edited_1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766/edited_1dd3ef8e471e0db39458fe5aaf611a53976417b3fca2521aa96e1ea78b58d766_segment_5.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,32,0:00,0:06,6,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_032.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,37,0:00,0:05,5,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_037.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,48,NONE,NONE,12,NONE,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_048.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,50,0:00,0:25,25,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_050.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,59,0:00,0:22,22,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_059.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,60,0:00,0:10,10,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_060.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,62,0:00,0:07,12,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_062.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,68,0:00,0:32,32,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_068.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,69,0:00,0:04,4,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_069.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,70,0:00,0:05,5,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_070.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,78,0:00,0:16,16,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_078.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,79,NONE,NONE,4,NONE,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_079.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,82,0:05,0:37,37,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_082.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,6,0:00,0:06,6,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_006.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,16,NONE,NONE,4,NONE,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_016.mp4
cat,train,01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a,31,0:00,0:10,10,cat,training_set/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a/edited_01c6f8c0d7b463992bb5c29d23745569bd7fc022269b1371fb402e3127137e0a_segment_031.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,1,0:00,0:03,3,other,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_001.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,9,NONE,NONE,9,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_009.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,11,NONE,NONE,8,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_011.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,12,0:02,0:10,10,plant,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_012.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,24,NONE,NONE,5,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_024.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,100,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_100.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,133,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_133.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,143,NONE,NONE,7,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_143.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,155,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_155.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,161,NONE,NONE,10,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_161.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,199,NONE,NONE,4,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_199.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,201,NONE,NONE,3,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_201.mp4
cat,train,0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2,213,NONE,NONE,9,NONE,training_set/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2/edited_0dab9e6f3bb4539d8c9987e3e7c4b2ba64dc7df08b60224dca359476d82d59d2_segment_213.mp4
